Date,Hour,
08-31,23,59.82118965
09-01,0,54.36082548
09-01,1,49.33552216
09-01,2,43.49654424
09-01,3,41.38174596
09-01,4,40.16954047
09-01,5,39.79986027
09-01,6,39.54320176
09-01,7,40.9793147
09-01,8,44.99693652
09-01,9,49.0416853
09-01,10,52.09249334
09-01,11,55.35747162
09-01,12,60.30483139
09-01,13,62.76890261
09-01,14,65.75699992
09-01,15,65.83873731
09-01,16,64.04609652
09-01,17,61.41786235
09-01,18,59.75943811
09-01,19,61.53259699
09-01,20,63.52656594
09-01,21,63.11228987
09-01,22,59.5304701
09-01,23,57.05638218
09-02,0,51.69744007
09-02,1,46.39639554
09-02,2,40.74864045
09-02,3,38.56305803
09-02,4,37.27056008
09-02,5,36.70543113
09-02,6,35.5740074
09-02,7,36.39102321
09-02,8,39.97231891
09-02,9,43.86810404
09-02,10,47.45032139
09-02,11,51.06922037
09-02,12,56.57440145
09-02,13,59.30153612
09-02,14,62.36041757
09-02,15,62.91651436
09-02,16,61.24431226
09-02,17,58.79145373
09-02,18,57.07069718
09-02,19,59.50204294
09-02,20,62.8356282
09-02,21,62.75414324
09-02,22,58.71381126
09-02,23,56.09709858
09-03,0,50.69695376
09-03,1,46.04564427
09-03,2,40.19610155
09-03,3,38.33697136
09-03,4,38.10729203
09-03,5,39.58222545
09-03,6,43.6021969
09-03,7,48.17605465
09-03,8,52.69550435
09-03,9,56.36942874
09-03,10,58.76310638
09-03,11,60.4518169
09-03,12,62.91750577
09-03,13,66.7159109
09-03,14,70.34317844
09-03,15,70.98485009
09-03,16,68.44950405
09-03,17,65.57616659
09-03,18,66.41526044
09-03,19,69.95485343
09-03,20,69.72281959
09-03,21,66.93146411
09-03,22,62.08820753
09-03,23,59.63736217
09-04,0,55.77967776
09-04,1,51.52983057
09-04,2,45.90637452
09-04,3,43.93631396
09-04,4,42.94913865
09-04,5,43.01261514
09-04,6,46.55611424
09-04,7,51.00213794
09-04,8,54.82853693
09-04,9,58.13269341
09-04,10,60.33620471
09-04,11,61.80411096
09-04,12,64.04582613
09-04,13,67.8886034
09-04,14,71.56341254
09-04,15,71.90926986
09-04,16,69.60001049
09-04,17,66.67173607
09-04,18,67.30587285
09-04,19,70.18305305
09-04,20,70.03236815
09-04,21,67.73121927
09-04,22,63.00945786
09-04,23,60.33675176
09-05,0,55.69621586
09-05,1,51.49285378
09-05,2,46.03103912
09-05,3,43.95744355
09-05,4,42.79277965
09-05,5,42.99042907
09-05,6,46.52441985
09-05,7,50.95987875
09-05,8,54.81374622
09-05,9,58.15276653
09-05,10,60.47143412
09-05,11,62.19078254
09-05,12,64.36593949
09-05,13,67.99847729
09-05,14,71.4820636
09-05,15,71.82158204
09-05,16,69.48908011
09-05,17,66.8629589
09-05,18,67.64922877
09-05,19,70.61304031
09-05,20,70.4782026
09-05,21,68.17071484
09-05,22,63.44895343
09-05,23,60.58079858
09-06,0,56.11458184
09-06,1,51.83515322
09-06,2,46.2824813
09-06,3,44.21311165
09-06,4,43.19212899
09-06,5,43.26933972
09-06,6,46.66810109
09-06,7,51.05601841
09-06,8,54.87396556
09-06,9,58.14008877
09-06,10,60.32247047
09-06,11,62.05132721
09-06,12,63.89580601
09-06,13,67.52306141
09-06,14,71.06369762
09-06,15,71.45815301
09-06,16,69.17953155
09-06,17,66.40761614
09-06,18,67.17275641
09-06,19,70.18305305
09-06,20,70.04821534
09-06,21,67.74284055
09-06,22,62.97987643
09-06,23,59.99128289
09-07,0,55.71734546
09-07,1,51.65026926
09-07,2,46.22226196
09-07,3,44.27755691
09-07,4,43.40870734
09-07,5,43.45950607
09-07,6,47.05054676
09-07,7,51.40465672
09-07,8,55.09688279
09-07,9,58.44858085
09-07,10,60.41438421
09-07,11,62.45384599
09-07,12,63.55984545
09-07,13,66.66414339
09-07,14,69.97869294
09-07,15,70.05303497
09-07,16,67.59798139
09-07,17,65.29619946
09-07,18,65.73700045
09-07,19,68.74729709
09-07,20,69.28966289
09-07,21,66.96104555
09-07,22,62.79710543
09-07,23,58.92529483
09-08,0,53.4733825
09-08,1,48.63085018
09-08,2,42.73270939
09-08,3,40.71088133
09-08,4,39.78392537
09-08,5,39.6107504
09-08,6,39.72808572
09-08,7,41.14835146
09-08,8,45.12160113
09-08,9,49.10507408
09-08,10,51.97628057
09-08,11,55.29091339
09-08,12,60.26151572
09-08,13,62.77629797
09-08,14,65.65135194
09-08,15,65.62321544
09-08,16,63.55060752
09-08,17,60.38145573
09-08,18,58.60153632
09-08,19,60.72333351
09-08,20,63.33534311
09-08,21,62.22907282
09-08,22,58.78882132
09-08,23,56.44151098
09-09,0,51.39739982
09-09,1,46.28652165
09-09,2,40.55213522
09-09,3,38.33274545
09-09,4,37.21034073
09-09,5,36.83537814
09-09,6,35.9649049
09-09,7,36.71324953
09-09,8,40.1603723
09-09,9,44.05932687
09-09,10,47.65527845
09-09,11,51.58583896
09-09,12,56.93043512
09-09,13,59.65228739
09-09,14,62.64355414
09-09,15,62.95454763
09-09,16,61.10063102
09-09,17,58.55691523
09-09,18,56.6216933
09-09,19,59.47985686
09-09,20,63.2265257
09-09,21,62.37486702
09-09,22,58.29650177
09-09,23,55.79600186
09-10,0,51.03291431
09-10,1,46.20411623
09-10,2,40.36619479
09-10,3,38.5229118
09-10,4,38.395711
09-10,5,40.01326918
09-10,6,44.90694938
09-10,7,49.46812937
09-10,8,53.48469471
09-10,9,56.79730303
09-10,10,58.86875436
09-10,11,60.38420219
09-10,12,62.99145935
09-10,13,66.69583778
09-10,14,70.25337767
09-10,15,70.45766671
09-10,16,67.75645335
09-10,17,65.1218803
09-10,18,66.10993779
09-10,19,69.34420814
09-10,20,69.15865941
09-10,21,66.15600799
09-10,22,61.75224698
09-10,23,59.42289679
09-11,0,55.45216904
09-11,1,51.14844139
09-11,2,45.47638726
09-11,3,43.64472555
09-11,4,42.84560364
09-11,5,43.0305753
09-11,6,46.9385599
09-11,7,51.43740759
09-11,8,55.19302244
09-11,9,58.28377001
09-11,10,60.1175134
09-11,11,61.50407071
09-11,12,63.88101529
09-11,13,67.43959951
09-11,14,70.835498
09-11,15,71.24051819
09-11,16,68.48753732
09-11,17,65.82443933
09-11,18,66.78925426
09-11,19,69.84286658
09-11,20,69.88551746
09-11,21,66.9737233
09-11,22,62.69251394
09-11,23,60.33886472
09-12,0,55.34969051
09-12,1,51.1843617
09-12,2,45.58626116
09-12,3,43.8507391
09-12,4,42.95547753
09-12,5,43.21545925
09-12,6,46.9385599
09-12,7,51.40360024
09-12,8,55.15181973
09-12,9,58.21509883
09-12,10,60.0340515
09-12,11,61.45547264
09-12,12,63.70880909
09-12,13,67.34240338
09-12,14,70.78584345
09-12,15,70.92885667
09-12,16,68.39879303
09-12,17,65.41241223
09-12,18,66.50083529
09-12,19,69.56923833
09-12,20,69.59921146
09-12,21,66.6715701
09-12,22,62.31535068
09-12,23,59.74195367
09-13,0,55.40462745
09-13,1,51.30374391
09-13,2,45.90003564
09-13,3,43.91729732
09-13,4,42.83081292
09-13,5,43.18376486
09-13,6,46.84981561
09-13,7,51.35394569
09-13,8,55.11589942
09-13,9,58.19925164
09-13,10,60.01820431
09-13,11,61.52203087
09-13,12,63.3696791
09-13,13,67.0909612
09-13,14,70.5174976
09-13,15,70.61930811
09-13,16,68.00578257
09-13,17,65.28457818
09-13,18,66.51140009
09-13,19,69.62206231
09-13,20,69.67844744
09-13,21,66.74552368
09-13,22,62.31323772
09-13,23,59.53488364
09-14,0,56.01315978
09-14,1,51.87952537
09-14,2,46.18528517
09-14,3,44.29340411
09-14,4,43.3167936
09-14,5,43.61692155
09-14,6,47.46046089
09-14,7,51.91071051
09-14,8,55.49200621
09-14,9,58.54155107
09-14,10,60.33303527
09-14,11,62.18655662
09-14,12,62.97666864
09-14,13,66.21302654
09-14,14,69.61209447
09-14,15,69.62833011
09-14,16,66.91021308
09-14,17,64.79225862
09-14,18,65.91237608
09-14,19,69.01564295
09-14,20,69.56329115
09-14,21,66.7339024
09-14,22,62.63757699
09-14,23,58.95910218
09-15,0,53.49873801
09-15,1,48.82207301
09-15,2,43.00739412
09-15,3,40.79434323
09-15,4,40.00156019
09-15,5,40.00270438
09-15,6,40.06827219
09-15,7,41.68081724
09-15,8,45.47552184
09-15,9,49.47061607
09-15,10,52.14426085
09-15,11,55.17470062
09-15,12,59.78187392
09-15,13,62.11388517
09-15,14,65.17065366
09-15,15,64.9111481
09-15,16,62.7857162
09-15,17,59.75390677
09-15,18,58.59519744
09-15,19,61.36039079
09-15,20,64.0917826
09-15,21,62.19949138
09-15,22,58.74867509
09-15,23,56.54715895
09-16,0,51.55798474
09-16,1,46.39005666
09-16,2,40.90922537
09-16,3,38.76907158
09-16,4,37.61497247
09-16,5,37.18401645
09-16,6,36.21951652
09-16,7,37.09780815
09-16,8,40.49844581
09-16,9,44.6678592
09-16,10,48.23105991
09-16,11,51.89327457
09-16,12,57.20089393
09-16,13,59.82449359
09-16,14,62.70482996
09-16,15,62.95560411
09-16,16,60.84284997
09-16,17,58.04029664
09-16,18,56.46110838
09-16,19,60.16656869
09-16,20,63.95232727
09-16,21,62.20054786
09-16,22,58.19191027
09-16,23,55.97349045
09-17,0,51.40479518
09-17,1,46.74714682
09-17,2,40.93775032
09-17,3,39.11770989
09-17,4,38.89436943
09-17,5,40.68730325
09-17,6,45.7500202
09-17,7,50.82676231
09-17,8,54.58237716
09-17,9,57.73440055
09-17,10,59.42657566
09-17,11,60.75185714
09-17,12,63.30100792
09-17,13,67.04553257
09-17,14,70.47312545
09-17,15,70.58338779
09-17,16,67.91915123
09-17,17,65.23069771
09-17,18,66.47653626
09-17,19,70.11226891
09-17,20,70.300714
09-17,21,66.66945714
09-17,22,62.00580211
09-17,23,59.69229912
09-18,0,55.97195707
09-18,1,51.69041549
09-18,2,46.20324532
09-18,3,44.38848728
09-18,4,43.78375764
09-18,5,43.9116794
09-18,6,47.84713248
09-18,7,52.84358212
09-18,8,56.28542249
09-18,9,59.14057508
09-18,10,60.78943452
09-18,11,61.96469588
09-18,12,63.88101529
09-18,13,67.74492216
09-18,14,71.24435566
09-18,15,71.23417931
09-18,16,68.69988975
09-18,17,65.82021341
09-18,18,66.90124111
09-18,19,70.63733934
09-18,20,70.63984399
09-18,21,67.00858713
09-18,22,62.46748376
09-18,23,60.01769488
09-19,0,55.65818259
09-19,1,51.45798995
09-19,2,45.75635439
09-19,3,44.07259984
09-19,4,43.4625878
09-19,5,43.84829061
09-19,6,47.79536497
09-19,7,52.79498405
09-19,8,56.2537281
09-19,9,59.11838901
09-19,10,60.76724844
09-19,11,62.20662974
09-19,12,63.96870311
09-19,13,67.73541384
09-19,14,71.22850846
09-19,15,71.3651828
09-19,16,68.74214894
09-19,17,65.97762889
09-19,18,66.96779934
09-19,19,70.69438925
09-19,20,70.74126605
09-19,21,67.11846103
09-19,22,62.65870659
09-19,23,60.20786123
09-20,0,56.00048202
09-20,1,52.02215013
09-20,2,46.21169716
09-20,3,44.36101881
09-20,4,43.52597659
09-20,5,43.91062292
09-20,6,47.93165086
09-20,7,52.85625988
09-20,8,56.32239928
09-20,9,59.2124157
09-20,10,60.94790648
09-20,11,62.32918138
09-20,12,63.87361993
09-20,13,67.54736045
09-20,14,71.03411619
09-20,15,71.15705629
09-20,16,68.69249439
09-20,17,66.08433334
09-20,18,67.28579974
09-20,19,71.08528675
09-20,20,71.1659709
09-20,21,67.50407613
09-20,22,62.89747101
09-20,23,60.21631307
09-21,0,56.63859578
09-21,1,52.35071533
09-21,2,46.58780395
09-21,3,44.66845441
09-21,4,43.64958472
09-21,5,44.01204497
09-21,6,47.87248799
09-21,7,52.74216006
09-21,8,56.13540237
09-21,9,59.03915302
09-21,10,60.55806545
09-21,11,62.25628428
09-21,12,63.36122726
09-21,13,66.6218842
09-21,14,69.62265926
09-21,15,69.50155255
09-21,16,66.67567458
09-21,17,64.37283617
09-21,18,65.44646852
09-21,19,69.00930407
09-21,20,69.84959715
09-21,21,66.62508499
09-21,22,62.27943036
09-21,23,58.70026465
09-22,0,53.59804711
09-22,1,48.79566102
09-22,2,43.08768658
09-22,3,41.13136026
09-22,4,40.07551377
09-22,5,40.06186725
09-22,6,40.29964125
09-22,7,42.1108045
09-22,8,45.88226654
09-22,9,49.79284239
09-22,10,52.30167633
09-22,11,54.99615555
09-22,12,59.45542168
09-22,13,61.87195131
09-22,14,64.75440065
09-22,15,64.48749973
09-22,16,62.16556259
09-22,17,58.90132762
09-22,18,57.63485736
09-22,19,61.0001312
09-22,20,64.03895861
09-22,21,61.94382329
09-22,22,58.3831331
09-22,23,56.22387615
09-23,0,51.37943967
09-23,1,46.36258819
09-23,2,40.76131821
09-23,3,38.7574503
09-23,4,37.47763011
09-23,5,37.18718589
09-23,6,36.35474592
09-23,7,37.38094472
09-23,8,40.5512698
09-23,9,44.67208511
09-23,10,48.12646842
09-23,11,51.84784594
09-23,12,57.08362468
09-23,13,59.82977599
09-23,14,62.6298199
09-23,15,62.63760371
09-23,16,60.55231804
09-23,17,57.46662815
09-23,18,55.83038998
09-23,19,60.41695439
09-23,20,64.38654045
09-23,21,62.454103
09-23,22,58.14648164
09-23,23,55.90798871
09-24,0,51.83795187
09-24,1,47.04296114
09-24,2,41.22194337
09-24,3,39.39028166
09-24,4,39.15954584
09-24,5,41.01586845
09-24,6,46.20008057
09-24,7,51.23984588
09-24,8,54.77782591
09-24,9,57.90026787
09-24,10,59.5808217
09-24,11,60.89025599
09-24,12,63.56195841
09-24,13,67.07828344
09-24,14,70.38755059
09-24,15,70.55380636
09-24,16,67.69517752
09-24,17,65.06588688
09-24,18,66.48393162
09-24,19,70.88244264
09-24,20,70.86593066
09-24,21,66.9008262
09-24,22,62.1473704
09-24,23,59.90359507
09-25,0,56.22339925
09-25,1,52.10561203
09-25,2,46.5899169
09-25,3,44.68430161
09-25,4,44.08062845
09-25,5,44.37653048
09-25,6,48.17464119
09-25,7,53.35491831
09-25,8,56.60659233
09-25,9,59.38039598
09-25,10,60.95847127
09-25,11,62.13478911
09-25,12,64.34058397
09-25,13,67.95938754
09-25,14,71.26337229
09-25,15,71.41272439
09-25,16,68.45584293
09-25,17,65.71562191
09-25,18,67.30904229
09-25,19,71.8438392
09-25,20,71.69526725
09-25,21,67.7090332
09-25,22,63.04432169
09-25,23,60.67271231
09-26,0,56.36074161
09-26,1,52.15843602
09-26,2,46.59625578
09-26,3,44.70965712
09-26,4,43.94328608
09-26,5,44.22756684
09-26,6,48.22429574
09-26,7,53.43309781
09-26,8,56.67315055
09-26,9,59.38673486
09-26,10,60.82852427
09-26,11,62.14324095
09-26,12,63.80600523
09-26,13,67.3519117
09-26,14,70.60835486
09-26,15,70.87391972
09-26,16,68.01212144
09-26,17,65.24971435
09-26,18,66.77763298
09-26,19,71.34940668
09-26,20,71.21139953
09-26,21,67.31074034
09-26,22,62.82985631
09-26,23,60.37795447
09-27,0,55.8715915
09-27,1,51.98622982
09-27,2,46.46947821
09-27,3,44.62091283
09-27,4,44.08696733
09-27,5,44.64487633
09-27,6,48.3045882
09-27,7,53.36231367
09-27,8,56.60659233
09-27,9,59.3170072
09-27,10,60.79260395
09-27,11,62.07034385
09-27,12,63.5207557
09-27,13,67.33500802
09-27,14,70.64955757
09-27,15,70.66579321
09-27,16,67.78075238
09-27,17,65.03102304
09-27,18,66.78397186
09-27,19,71.38321403
09-27,20,71.23992448
09-27,21,67.31390978
09-27,22,62.7886536
09-27,23,60.14764189
09-28,0,56.28784451
09-28,1,52.42149947
09-28,2,47.02835599
09-28,3,45.06569079
09-28,4,44.2031801
09-28,5,44.48851733
09-28,6,48.1693588
09-28,7,53.26089161
09-28,8,56.27908361
09-28,9,59.07507334
09-28,10,60.28655016
09-28,11,61.64880844
09-28,12,62.5826017
09-28,13,65.71331163
09-28,14,68.86305034
09-28,15,68.90675446
09-28,16,66.0438997
09-28,17,63.61428372
09-28,18,64.87068706
09-28,19,69.39491917
09-28,20,69.51786252
09-28,21,66.09050625
09-28,22,61.91071894
09-28,23,58.59461668
09-29,0,53.25574767
09-29,1,48.64458442
09-29,2,43.05493571
09-29,3,41.1239649
09-29,4,40.23081629
09-29,5,40.23512992
09-29,6,40.61130277
09-29,7,42.58305094
09-29,8,46.21611414
09-29,9,50.15838438
09-29,10,52.60699897
09-29,11,55.49587046
09-29,12,60.04071146
09-29,13,62.53436411
09-29,14,65.18121846
09-29,15,64.68928736
09-29,16,62.25853281
09-29,17,59.18023827
09-29,18,58.11661212
09-29,19,62.19606626
09-29,20,64.63270022
09-29,21,62.32626895
09-29,22,58.71803718
09-29,23,56.62533845
09-30,0,52.06403853
09-30,1,47.42329385
09-30,2,41.54733913
09-30,3,39.34379655
09-30,4,38.10200963
09-30,5,37.75874142
09-30,6,37.02138464
09-30,7,38.18809524
09-30,8,41.43026094
09-30,9,45.25526193
09-30,10,48.61667501
09-30,11,52.21761384
09-30,12,57.22096704
09-30,13,59.64172259
09-30,14,62.38682956
09-30,15,62.20444702
09-30,16,59.98815786
09-30,17,57.16764438
09-30,18,56.00576561
09-30,19,61.24946042
09-30,20,64.47634122
09-30,21,62.2195645
09-30,22,57.92567738
09-30,23,55.74846027
10-01,0,51.84851667
10-01,1,47.36941338
10-01,2,41.65510006
10-01,3,39.80653468
10-01,4,39.54833039
10-01,5,41.31590869
10-01,6,46.69345661
10-01,7,52.15581381
10-01,8,55.54166076
10-01,9,58.49612244
10-01,10,60.09110141
10-01,11,60.94307997
10-01,12,62.98512048
10-01,13,66.82789775
10-01,14,70.11180938
10-01,15,70.00654986
10-01,16,67.20814037
10-01,17,64.40030464
10-01,18,66.32545966
10-01,19,71.60084886
10-01,20,70.95150552
10-01,21,66.76770976
10-01,22,62.03432707
10-01,23,60.02825968
10-02,0,56.43680815
10-02,1,52.53348632
10-02,2,47.20056219
10-02,3,45.28543858
10-02,4,44.62894143
10-02,5,44.86462412
10-02,6,49.00714723
10-02,7,54.48218219
10-02,8,57.50037418
10-02,9,60.06076893
10-02,10,61.43705659
10-02,11,62.42954696
10-02,12,64.46736154
10-02,13,67.92241075
10-02,14,71.148216
10-02,15,71.01020561
10-02,16,68.23186923
10-02,17,65.48742229
10-02,18,67.32911541
10-02,19,72.84855142
10-02,20,71.96044366
10-02,21,67.87490052
10-02,22,63.17215574
10-02,23,60.83963611
10-03,0,56.93124067
10-03,1,52.99622445
10-03,2,47.51644963
10-03,3,45.5865353
10-03,4,44.64584511
10-03,5,45.1783986
10-03,6,49.13181183
10-03,7,54.63642823
10-03,8,57.65356374
10-03,9,60.21184553
10-03,10,61.59235911
10-03,11,62.7348696
10-03,12,64.35431821
10-03,13,67.99002546
10-03,14,71.32887404
10-03,15,71.24791355
10-03,16,68.34068664
10-03,17,65.54341572
10-03,18,67.38933475
10-03,19,72.92673092
10-03,20,72.02594541
10-03,21,68.00273456
10-03,22,63.26090004
10-03,23,60.76885197
10-04,0,57.06224416
10-04,1,53.1029289
10-04,2,47.69393823
10-04,3,45.7534591
10-04,4,44.93003815
10-04,5,45.16572084
10-04,6,49.25964588
10-04,7,54.7632058
10-04,8,57.76872004
10-04,9,60.31009815
10-04,10,61.61137575
10-04,11,62.61548739
10-04,12,64.05110853
10-04,13,67.57694188
10-04,14,70.91579046
10-04,15,70.76615879
10-04,16,67.9413373
10-04,17,65.2211894
10-04,18,67.27417846
10-04,19,72.86756806
10-04,20,71.9847427
10-04,21,67.89919955
10-04,22,63.263013
10-04,23,60.75828717
10-05,0,56.97455634
10-05,1,52.68878884
10-05,2,47.28825001
10-05,3,45.57491403
10-05,4,44.90045672
10-05,5,45.30411969
10-05,6,49.07898785
10-05,7,54.60262088
10-05,8,57.61975639
10-05,9,60.22663625
10-05,10,61.62299703
10-05,11,62.79614543
10-05,12,63.74578588
10-05,13,66.86804398
10-05,14,69.98925773
10-05,15,69.62621716
10-05,16,66.7739272
10-05,17,64.55455068
10-05,18,66.30327358
10-05,19,71.47301481
10-05,20,70.90079449
10-05,21,67.36779024
10-05,22,62.88901917
10-05,23,59.27076371
10-06,0,54.42632722
10-06,1,49.68521696
10-06,2,43.9054019
10-06,3,41.87300904
10-06,4,40.97669099
10-06,5,40.87324368
10-06,6,41.46810784
10-06,7,43.74306569
10-06,8,47.36873353
10-06,9,51.05533567
10-06,10,53.26624233
10-06,11,55.8328875
10-06,12,60.14530295
10-06,13,62.63156024
10-06,14,65.44745135
10-06,15,64.98298872
10-06,16,62.64097847
10-06,17,59.82786035
10-06,18,58.87305161
10-06,19,63.31170886
10-06,20,64.91478031
10-06,21,62.54179082
10-06,22,58.98215711
10-06,23,57.07539882
10-07,0,52.32393255
10-07,1,47.55957973
10-07,2,41.90548576
10-07,3,39.83822907
10-07,4,38.7866085
10-07,5,38.35037008
10-07,6,37.81797036
10-07,7,39.13153164
10-07,8,42.24691978
10-07,9,46.22827976
10-07,10,49.55271606
10-07,11,52.98673109
10-07,12,57.97740653
10-07,13,60.48690638
10-07,14,63.15700329
10-07,15,63.19648149
10-07,16,60.81643797
10-07,17,57.92408387
10-07,18,56.86890955
10-07,19,62.62394055
10-07,20,64.99401629
10-07,21,62.81858851
10-07,22,58.46976444
10-07,23,56.3569926
10-08,0,52.82259098
10-08,1,48.34348769
10-08,2,42.61015774
10-08,3,40.76581827
10-08,4,40.70200626
10-08,5,42.56572422
10-08,6,47.90946478
10-08,7,53.62960304
10-08,8,56.87599466
10-08,9,59.84736002
10-08,10,61.26168096
10-08,11,62.19923438
10-08,12,64.36488301
10-08,13,68.18970013
10-08,14,71.43240905
10-08,15,71.11691006
10-08,16,68.38611527
10-08,17,65.66702384
10-08,18,67.4960392
10-08,19,73.12746207
10-08,20,72.10623787
10-08,21,68.17494076
10-08,22,63.29787683
10-08,23,61.17876611
10-09,0,57.87256411
10-09,1,53.66286316
10-09,2,48.28239744
10-09,3,46.48454308
10-09,4,45.81536817
10-09,5,46.26868569
10-09,6,50.63201306
10-09,7,56.36271611
10-09,8,59.22771855
10-09,9,61.79867809
10-09,10,62.87703847
10-09,11,63.61280426
10-09,12,65.45411362
10-09,13,68.96409977
10-09,14,72.08953944
10-09,15,71.79622653
10-09,16,68.89322554
10-09,17,66.20371555
10-09,18,68.02639203
10-09,19,73.71063889
10-09,20,72.49607889
10-09,21,68.79192493
10-09,22,64.15151245
10-09,23,62.06620908
10-10,0,57.91165386
10-10,1,53.9005711
10-10,2,48.31092239
10-10,3,46.73175934
10-10,4,46.12280377
10-10,5,46.68282574
10-10,6,50.80527573
10-10,7,56.47787241
10-10,8,59.36717387
10-10,9,61.96665837
10-10,10,63.05452707
10-10,11,63.91601395
10-10,12,65.34423972
10-10,13,68.94085722
10-10,14,72.19413094
10-10,15,71.97688456
10-10,16,69.21545186
10-10,17,66.3885995
10-10,18,68.28311661
10-10,19,74.04976888
10-10,20,72.81724873
10-10,21,69.17859651
10-10,22,64.50332021
10-10,23,62.17185706
10-11,0,58.6448508
10-11,1,54.66757539
10-11,2,49.23639864
10-11,3,47.03919494
10-11,4,46.35417284
10-11,5,46.79798203
10-11,6,50.97114305
10-11,7,56.71769331
10-11,8,59.60276886
10-11,9,62.18006728
10-11,10,63.26687949
10-11,11,64.16745612
10-11,12,65.32839253
10-11,13,69.04122279
10-11,14,72.29872243
10-11,15,72.07830662
10-11,16,69.15311956
10-11,17,66.37380879
10-11,18,68.41412009
10-11,19,74.21457972
10-11,20,72.99685028
10-11,21,69.30009168
10-11,22,64.57304787
10-11,23,62.09050812
10-12,0,58.92270497
10-12,1,54.72462529
10-12,2,49.15821914
10-12,3,47.35508238
10-12,4,46.69541579
10-12,5,47.14133795
10-12,6,51.19828619
10-12,7,57.05365386
10-12,8,59.86477583
10-12,9,62.42305761
10-12,10,63.59861413
10-12,11,64.58793506
10-12,12,65.22591399
10-12,13,68.28900922
10-12,14,71.31619628
10-12,15,70.85490309
10-12,16,68.07867967
10-12,17,65.80753565
10-12,18,67.30587285
10-12,19,73.04611313
10-12,20,72.42952067
10-12,21,69.27579264
10-12,22,64.95232409
10-12,23,61.70911893
10-13,0,56.69458921
10-13,1,51.98939926
10-13,2,46.14936486
10-13,3,44.02083234
10-13,4,43.05056071
10-13,5,43.0200105
10-13,6,43.40252223
10-13,7,45.76622438
10-13,8,49.48803188
10-13,9,53.24541816
10-13,10,55.36229812
10-13,11,58.08952821
10-13,12,62.41250846
10-13,13,64.72339012
10-13,14,67.36496207
10-13,15,66.67018686
10-13,16,64.12216306
10-13,17,61.27629407
10-13,18,60.20949848
10-13,19,65.40987761
10-13,20,66.35687515
10-13,21,64.13073634
10-13,22,60.63343494
10-13,23,58.7499192
10-14,0,54.5784603
10-14,1,49.83629356
10-14,2,44.24981429
10-14,3,42.03887635
10-14,4,40.7569432
10-14,5,40.42318331
10-14,6,39.84324201
10-14,7,41.18849769
10-14,8,44.34086261
10-14,9,48.38772434
10-14,10,51.74279855
10-14,11,55.32049483
10-14,12,60.11572152
10-14,13,62.47097532
10-14,14,65.0850788
10-14,15,65.13300884
10-14,16,62.85227442
10-14,17,60.03493038
10-14,18,59.03574949
10-14,19,65.39719986
10-14,20,67.09429801
10-14,21,64.6906706
10-14,22,60.34184653
10-14,23,58.54073621
10-15,0,55.38983674
10-15,1,50.81776323
10-15,2,45.21754973
10-15,3,43.4439944
10-15,4,43.16466052
10-15,5,44.98400633
10-15,6,50.50629197
10-15,7,56.59197222
10-15,8,59.72426402
10-15,9,62.43045297
10-15,10,63.62502612
10-15,11,64.26676522
10-15,12,66.12920417
10-15,13,69.72265222
10-15,14,72.96536114
10-15,15,72.68683895
10-15,16,69.70565846
10-15,17,66.99924479
10-15,18,69.21598821
10-15,19,75.87959178
10-15,20,74.08713737
10-15,21,70.17696986
10-15,22,65.35801231
10-15,23,63.27799134
10-16,0,60.27182959
10-16,1,56.27553754
10-16,2,50.82217472
10-16,3,49.0274898
10-16,4,48.39634816
10-16,5,48.72394459
10-16,6,53.02388318
10-16,7,59.02293209
10-16,8,61.96928346
10-16,9,64.2433722
10-16,10,65.2160846
10-16,11,65.56306585
10-16,12,66.99446107
10-16,13,70.54036753
10-16,14,73.65629889
10-16,15,73.33974342
10-16,16,70.4853405
10-16,17,67.89619608
10-16,18,70.2904281
10-16,19,76.47861579
10-16,20,74.77067976
10-16,21,71.14787473
10-16,22,66.48421971
10-16,23,64.52041151
10-17,0,60.45988298
10-17,1,56.55127875
10-17,2,51.14862696
10-17,3,49.329643
10-17,4,48.63088666
10-17,5,49.41065642
10-17,6,53.26159112
10-17,7,59.19302532
10-17,8,62.14571558
10-17,9,64.43670799
10-17,10,65.40202504
10-17,11,66.04270765
10-17,12,67.3420429
10-17,13,70.98197606
10-17,14,74.06832599
10-17,15,73.67042158
10-17,16,70.69557997
10-17,17,68.03036901
10-17,18,70.57779059
10-17,19,76.80084211
10-17,20,75.19010221
10-17,21,71.54299816
10-17,22,66.78531643
10-17,23,64.38095618
10-18,0,60.98495341
10-18,1,56.88195691
10-18,2,51.50571711
10-18,3,49.79660705
10-18,4,48.99959809
10-18,5,49.62617828
10-18,6,53.75602363
10-18,7,59.68217544
10-18,8,62.65176937
10-18,9,64.94487474
10-18,10,65.93237786
10-18,11,66.56355216
10-18,12,67.40543168
10-18,13,70.84780314
10-18,14,73.98380761
10-18,15,73.58484672
10-18,16,70.93540087
10-18,17,68.4740905
10-18,18,71.16941924
10-18,19,77.44529475
10-18,20,75.7901827
10-18,21,72.150474
10-18,22,67.45618106
10-18,23,64.96307652
10-19,0,61.52587104
10-19,1,57.5602169
10-19,2,52.09628928
10-19,3,50.26568405
10-19,4,49.59439618
10-19,5,50.14385335
10-19,6,53.58909983
10-19,7,59.27860018
10-19,8,62.33905137
10-19,9,64.81704069
10-19,10,65.67142737
10-19,11,66.31422294
10-19,12,67.18990982
