Date,Hour,
04-08,4,49.26688746
04-08,5,48.97116085
04-08,6,48.66167835
04-08,7,49.85797039
04-08,8,53.79001736
04-08,9,57.21144308
04-08,10,59.56603098
04-08,11,61.44173841
04-08,12,65.84184168
04-08,13,68.56263747
04-08,14,71.13870768
04-08,15,71.43491046
04-08,16,69.59684105
04-08,17,66.61891209
04-08,18,64.94992304
04-08,19,67.98768817
04-08,20,71.44171211
04-08,21,70.63442558
04-08,22,66.76207388
04-08,23,65.50505062
04-09,0,62.60136741
04-09,1,58.44026452
04-09,2,53.01542665
04-09,3,51.258775
04-09,4,50.9699328
04-09,5,53.04389022
04-09,6,58.22915883
04-09,7,62.99740885
04-09,8,66.62202021
04-09,9,68.94787646
04-09,10,69.60998382
04-09,11,69.73510432
04-09,12,71.06824692
04-09,13,75.02512401
04-09,14,78.16746736
04-09,15,78.18159005
04-09,16,75.58813762
04-09,17,72.18656029
04-09,18,72.87035161
04-09,19,77.47170674
04-09,20,77.80911547
04-09,21,75.38541495
04-09,22,70.7545108
04-09,23,69.082291
04-10,0,66.10148477
04-10,1,62.10836216
04-10,2,56.7088798
04-10,3,54.71874613
04-10,4,53.82031512
04-10,5,54.45957307
04-10,6,58.72887374
04-10,7,63.35132956
04-10,8,67.00446588
04-10,9,69.24369078
04-10,10,70.13399777
04-10,11,70.22319796
04-10,12,71.91765663
04-10,13,75.61780914
04-10,14,78.50871031
04-10,15,78.37386936
04-10,16,75.85753995
04-10,17,72.72430847
04-10,18,73.3087907
04-10,19,77.32908198
04-10,20,77.77425164
04-10,21,75.81751516
04-10,22,71.3852292
04-10,23,69.63694286
04-11,0,66.06556446
04-11,1,62.13583063
04-11,2,56.70148444
04-11,3,54.81277283
04-11,4,53.79390313
04-11,5,54.44478235
04-11,6,58.65069424
04-11,7,63.23934271
04-11,8,66.88930958
04-11,9,69.16234184
04-11,10,70.16040976
04-11,11,70.38906528
04-11,12,71.76658003
04-11,13,75.4582807
04-11,14,78.51504919
04-11,15,78.55980979
04-11,16,75.93888889
04-11,17,72.95567753
04-11,18,73.73455204
04-11,19,77.73899612
04-11,20,78.24227216
04-11,21,76.26018017
04-11,22,71.66730929
04-11,23,69.62109567
04-12,0,66.27474744
04-12,1,62.46862175
04-12,2,56.93919238
04-12,3,55.02829469
04-12,4,54.09183041
04-12,5,54.59691543
04-12,6,58.73838206
04-12,7,63.33548236
04-12,8,66.94319005
04-12,9,69.12853449
04-12,10,69.96918693
04-12,11,70.20629429
04-12,12,71.0798682
04-12,13,74.87087797
04-12,14,77.88538727
04-12,15,77.83823413
04-12,16,75.59236354
04-12,17,72.45490614
04-12,18,73.17990018
04-12,19,77.2287164
04-12,20,77.68867678
04-12,21,75.71820607
04-12,22,71.12850462
04-12,23,68.94072272
04-13,0,65.89018882
04-13,1,61.98581051
04-13,2,56.4849061
04-13,3,54.69127766
04-13,4,53.77911241
04-13,5,54.3222307
04-13,6,58.20908571
04-13,7,62.68574733
04-13,8,66.11807938
04-13,9,68.5337364
04-13,10,69.51595712
04-13,11,70.58451403
04-13,12,71.0175359
04-13,13,74.62683115
04-13,14,77.38672883
04-13,15,76.97403371
04-13,16,74.16400294
04-13,17,71.49667902
04-13,18,72.65377327
04-13,19,76.76280884
04-13,20,77.61366672
04-13,21,76.00662503
04-13,22,71.67259168
04-13,23,68.5139049
04-14,0,64.2019342
04-14,1,59.692193
04-14,2,53.80461701
04-14,3,51.58522724
04-14,4,50.42901517
04-14,5,50.56221933
04-14,6,51.3440804
04-14,7,53.13305757
04-14,8,57.16230067
04-14,9,60.13472251
04-14,10,61.76879123
04-14,11,63.6106913
04-14,12,68.06573152
04-14,13,70.80131803
04-14,14,73.02874993
04-14,15,72.78931748
04-14,16,70.59627087
04-14,17,67.70814269
04-14,18,66.61387863
04-14,19,69.60304568
04-14,20,71.77978563
04-14,21,70.4981397
04-14,22,67.04204101
04-14,23,65.54730981
04-15,0,61.63046253
04-15,1,57.39012366
04-15,2,51.81420919
04-15,3,49.34971612
04-15,4,48.27168355
04-15,5,47.95377086
04-15,6,47.59674678
04-15,7,48.79092586
04-15,8,52.47258713
04-15,9,55.34464339
04-15,10,57.58830092
04-15,11,59.64572286
04-15,12,63.97187255
04-15,13,66.88494765
04-15,14,69.43883179
04-15,15,69.5459247
04-15,16,67.70468584
04-15,17,64.9084714
04-15,18,63.43704406
04-15,19,66.63856354
04-15,20,69.84854067
04-15,21,69.15641043
04-15,22,65.0822711
04-15,23,63.58331398
04-16,0,60.83915921
04-16,1,56.65481377
04-16,2,51.03241419
04-16,3,49.04439347
04-16,4,48.82633541
04-16,5,51.04714353
04-16,6,56.26727596
04-16,7,60.92353913
04-16,8,64.84713426
04-16,9,67.20996729
04-16,10,68.10872612
04-16,11,68.3806973
04-16,12,69.96316912
04-16,13,73.65803923
04-16,14,76.51618953
04-16,15,76.24400621
04-16,16,73.66111858
04-16,17,70.45499
04-16,18,71.2549941
04-16,19,75.20978363
04-16,20,75.21334477
04-16,21,73.88838317
04-16,22,69.38108714
04-16,23,67.60533233
04-17,0,64.46499766
04-17,1,60.65042012
04-17,2,55.1917749
04-17,3,53.20692363
04-17,4,52.393011
04-17,5,52.99951808
04-17,6,56.96349611
04-17,7,61.45389196
04-17,8,65.00560622
04-17,9,67.23849224
04-17,10,68.06541045
04-17,11,68.31625204
04-17,12,70.36463142
04-17,13,74.12077736
04-17,14,76.83102049
04-17,15,76.54404646
04-17,16,74.10061415
04-17,17,70.73073121
04-17,18,71.36064207
04-17,19,75.19499291
04-17,20,75.31899274
04-17,21,73.72885473
04-17,22,69.31452892
04-17,23,67.47327237
04-18,0,64.01388081
04-18,1,60.14436633
04-18,2,54.69417295
04-18,3,52.88892323
04-18,4,52.08346244
04-18,5,52.47761709
04-18,6,56.48279783
04-18,7,60.93093449
04-18,8,64.49849595
04-18,9,66.80110963
04-18,10,67.69564254
04-18,11,68.07220522
04-18,12,69.72229174
04-18,13,73.48583303
04-18,14,76.32602318
04-18,15,76.23344142
04-18,16,73.60618164
04-18,17,70.48774087
04-18,18,71.05954535
04-18,19,74.96468033
04-18,20,75.14784302
04-18,21,73.47635607
04-18,22,69.03773123
04-18,23,67.17217564
04-19,0,63.84061813
04-19,1,60.2447319
04-19,2,54.42899654
04-19,3,52.41562031
04-19,4,51.71475101
04-19,5,52.15644725
04-19,6,56.07605313
04-19,7,60.51468147
04-19,8,64.08963829
04-19,9,66.41866397
04-19,10,67.44525684
04-19,11,67.87886943
04-19,12,69.40006542
04-19,13,73.22593902
04-19,14,76.14853459
04-19,15,75.7960588
04-19,16,73.18253327
04-19,17,70.07677026
04-19,18,70.89896043
04-19,19,74.81043429
04-19,20,74.96612851
04-19,21,73.37599049
04-19,22,68.93102677
04-19,23,66.6787996
04-20,0,63.54057789
04-20,1,59.79784098
04-20,2,54.09514894
04-20,3,52.15995221
04-20,4,50.97204576
04-20,5,51.62081202
04-20,6,55.12416489
04-20,7,59.67689304
04-20,8,63.55505954
04-20,9,65.96437769
04-20,10,66.98991408
04-20,11,68.08488298
04-20,12,68.61193154
04-20,13,72.05852891
04-20,14,74.70749623
04-20,15,74.35607693
04-20,16,71.36010572
04-20,17,68.50789785
04-20,18,69.72098553
04-20,19,73.68950929
04-20,20,74.01001435
04-20,21,72.67977035
04-20,22,68.37531843
04-20,23,65.3391833
04-21,0,60.92050815
04-21,1,56.31885321
04-21,2,50.70701843
04-21,3,48.44220003
04-21,4,47.40325721
04-21,5,47.41390972
04-21,6,47.976023
04-21,7,49.87381759
04-21,8,53.86925334
04-21,9,56.87231309
04-21,10,58.75993695
04-21,11,60.6599434
04-21,12,64.71352132
04-21,13,67.28324051
04-21,14,69.66280549
04-21,15,69.28708716
04-21,16,67.10143591
04-21,17,64.14780599
04-21,18,63.21940924
04-21,19,65.69512714
04-21,20,67.772558
04-21,21,66.88603549
04-21,22,63.62855499
04-21,23,62.25637544
04-22,0,58.16309604
04-22,1,53.80760088
04-22,2,48.24225121
04-22,3,45.85593764
04-22,4,44.73247644
04-22,5,44.50119509
04-22,6,43.64868201
04-22,7,44.84180461
04-22,8,48.69567208
04-22,9,51.94383513
04-22,10,54.78546018
04-22,11,57.29716841
04-22,12,62.04168407
04-22,13,64.6980346
04-22,14,67.15366613
04-22,15,66.96177526
04-22,16,65.12159289
04-22,17,62.77332585
04-22,18,61.34098827
04-22,19,64.44531162
04-22,20,67.06049065
04-22,21,66.98640106
04-22,22,63.07390312
04-22,23,61.50204891
04-23,0,58.47898348
04-23,1,54.08122913
04-23,2,48.38170653
04-23,3,46.3841775
04-23,4,46.09427882
04-23,5,48.09850859
04-23,6,52.9446472
04-23,7,57.56815949
04-23,8,61.58789428
04-23,9,64.24759812
04-23,10,65.33969273
04-23,11,65.81767747
04-23,12,68.02875473
04-23,13,71.50176409
04-23,14,74.19721652
04-23,15,73.72324557
04-23,16,71.16888289
04-23,17,68.23638256
04-23,18,69.16633366
04-23,19,73.44440599
04-23,20,73.06974738
04-23,21,71.5197556
04-23,22,66.9744263
04-23,23,64.99160147
04-24,0,61.83647608
04-24,1,58.17086219
04-24,2,52.34244906
04-24,3,50.39034866
04-24,4,49.60496098
04-24,5,50.06673033
04-24,6,53.9821103
04-24,7,58.52849957
04-24,8,62.11402118
04-24,9,64.27929251
04-24,10,65.01429697
04-24,11,65.21865346
04-24,12,66.82859375
04-24,13,70.35125766
04-24,14,73.04248417
04-24,15,72.91081265
04-24,16,70.44625075
04-24,17,67.49684675
04-24,18,68.40144234
04-24,19,72.46504928
04-24,20,72.09778603
04-24,21,70.95031302
04-24,22,66.61311024
04-24,23,64.77396664
04-25,0,61.4286749
04-25,1,57.5443697
04-25,2,52.07304673
04-25,3,50.15475368
04-25,4,49.30069482
04-25,5,50.0477137
04-25,6,53.84371145
04-25,7,58.31720362
04-25,8,61.85307069
04-25,9,63.94755787
04-25,10,64.74278168
04-25,11,65.16371651
04-25,12,66.45776936
04-25,13,70.11038028
04-25,14,72.93577971
04-25,15,72.79671284
04-25,16,70.41561284
04-25,17,67.32147111
04-25,18,67.9862458
04-25,19,71.87659007
04-25,20,71.70266261
04-25,21,70.51609985
04-25,22,66.27503672
04-25,23,64.49928191
04-26,0,61.22583079
04-26,1,57.16614996
04-26,2,51.83322583
04-26,3,49.77970337
04-26,4,49.0249536
04-26,5,49.50573959
04-26,6,53.30173735
04-26,7,57.82805351
04-26,8,61.39138905
04-26,9,63.53764373
04-26,10,64.35505362
04-26,11,64.93340393
04-26,12,66.42501849
04-26,13,69.9424
04-26,14,72.64841722
04-26,15,72.58224745
04-26,16,70.12613739
04-26,17,67.08481965
04-26,18,68.06125586
04-26,19,72.07203882
04-26,20,71.79035043
04-26,21,70.60167471
04-26,22,66.33419959
04-26,23,64.05767338
04-27,0,60.49791625
04-27,1,56.78581725
04-27,2,51.23737126
04-27,3,49.42683914
04-27,4,48.60447467
04-27,5,49.0989949
04-27,6,52.80413539
04-27,7,57.40440513
04-27,8,60.87899637
04-27,9,63.17844063
04-27,10,64.05818281
04-27,11,64.71893854
04-27,12,65.65378828
04-27,13,69.09193382
04-27,14,71.90571197
04-27,15,71.38736887
04-27,16,68.55937795
04-27,17,65.8466254
04-27,18,66.46280202
04-27,19,70.4725285
04-27,20,70.71379758
04-27,21,69.50821819
04-27,22,65.39287614
04-27,23,62.67157197
04-28,0,58.11872389
04-28,1,53.44205889
04-28,2,47.65273552
04-28,3,45.43334574
04-28,4,44.40074181
04-28,5,44.70086976
04-28,6,45.11296292
04-28,7,47.1100666
04-28,8,50.9882331
04-28,9,53.96065494
04-28,10,56.26875773
04-28,11,59.3203271
04-28,12,63.95496887
04-28,13,66.74549233
04-28,14,69.3131107
04-28,15,69.0610005
04-28,16,67.02325641
04-28,17,64.09075608
04-28,18,62.16081654
04-28,19,64.15583617
04-28,20,65.62156526
04-28,21,64.28498238
04-28,22,61.0887777
04-28,23,59.80745541
04-29,0,55.40251449
04-29,1,50.83044099
04-29,2,45.19642013
04-29,3,42.92737581
04-29,4,41.75848599
04-29,5,41.62968317
04-29,6,41.00431324
04-29,7,42.13193409
04-29,8,45.73964178
04-29,9,48.86736614
04-29,10,52.00480552
04-29,11,55.85084765
04-29,12,61.53246084
04-29,13,64.30608062
04-29,14,66.57154579
04-29,15,66.84873193
04-29,16,65.12264937
04-29,17,62.04329836
04-29,18,59.79535842
04-29,19,62.37355486
04-29,20,64.6496039
04-29,21,63.548616
04-29,22,59.86009177
04-29,23,57.79380504
04-30,0,56.92067587
04-30,1,52.03588437
04-30,2,46.1155575
04-30,3,43.95216115
04-30,4,43.46153132
04-30,5,44.58360051
04-30,6,47.40129803
04-30,7,50.36719362
04-30,8,54.19042317
04-30,9,56.8923862
04-30,10,58.96489401
04-30,11,61.7808684
04-30,12,66.36162971
04-30,13,69.61700425
04-30,14,72.33041682
04-30,15,71.92089114
04-30,16,69.99407743
04-30,17,66.84499875
04-30,18,64.87702594
04-30,19,66.39979912
04-30,20,66.49844344
04-30,21,65.4101333
04-30,22,61.86212087
04-30,23,60.06629295
05-01,0,56.55196445
05-01,1,52.10032963
05-01,2,46.22120548
05-01,3,43.64683851
05-01,4,42.31525081
05-01,5,42.11038145
05-01,6,41.43113105
05-01,7,42.74786178
05-01,8,46.22773542
05-01,9,49.27305436
05-01,10,52.31646704
05-01,11,56.08538615
05-01,12,61.88215563
05-01,13,64.98117117
05-01,14,67.42835086
05-01,15,67.43824762
05-01,16,65.6213078
05-01,17,62.60957149
05-01,18,60.37008339
05-01,19,62.59647208
05-01,20,64.43196907
05-01,21,63.82858313
05-01,22,60.38410572
05-01,23,58.65800546
05-02,0,55.71311954
05-02,1,51.90065496
05-02,2,46.58252155
05-02,3,44.64521186
05-02,4,43.87144546
05-02,5,45.2777077
05-02,6,50.0667964
05-02,7,55.08437564
05-02,8,58.86745896
05-02,9,61.40038523
05-02,10,62.67842028
05-02,11,63.19655125
05-02,12,64.77479715
05-02,13,68.33232489
05-02,14,71.21794366
05-02,15,71.11796654
05-02,16,68.71256751
05-02,17,66.01671864
05-02,18,67.54886319
05-02,19,72.06464346
05-02,20,71.45016395
05-02,21,69.85474354
05-02,22,65.4002715
05-02,23,63.15966561
05-03,0,59.22697113
05-03,1,55.02043962
05-03,2,49.63786094
05-03,3,47.60969399
05-03,4,46.83170168
05-03,5,47.38221533
05-03,6,51.16342236
05-03,7,55.69713388
05-03,8,59.32385821
05-03,9,61.47856473
05-03,10,62.68370268
05-03,11,62.91975356
05-03,12,64.29726831
05-03,13,67.62765291
05-03,14,70.48897265
05-03,15,70.41752048
05-03,16,67.86104484
05-03,17,65.24337547
05-03,18,66.75861635
05-03,19,70.91624999
05-03,20,70.44016932
05-03,21,68.94405801
05-03,22,64.72518095
05-03,23,62.34089381
05-04,0,58.68077111
05-04,1,54.66968834
05-04,2,48.91734176
05-04,3,47.03179958
05-04,4,46.09956122
05-04,5,46.80115147
05-04,6,50.88662467
05-04,7,55.65804413
05-04,8,58.88330616
05-04,9,61.21655776
05-04,10,62.41535683
05-04,11,63.14478374
05-04,12,64.24444432
05-04,13,67.570603
05-04,14,70.55341791
05-04,15,70.39110848
05-04,16,67.86210132
05-04,17,65.61103042
05-04,18,67.12415834
05-04,19,71.06310067
05-04,20,70.79409004
05-04,21,69.50821819
05-04,22,65.51965371
05-04,23,62.77510699
05-05,0,56.54034317
05-05,1,52.24084143
05-05,2,46.48849485
05-05,3,44.37264009
05-05,4,43.77107988
05-05,5,44.33004537
05-05,6,46.31418038
05-05,7,49.24309918
05-05,8,53.10436201
05-05,9,55.94578036
05-05,10,58.48313925
05-05,11,61.81467575
05-05,12,66.23062622
05-05,13,69.6455292
05-05,14,72.34837698
05-05,15,71.80256541
05-05,16,69.83983138
05-05,17,66.74991557
05-05,18,65.13058108
05-05,19,67.1256007
05-05,20,68.02611313
05-05,21,66.5775434
05-05,22,62.94818204
05-05,23,61.02874598
05-06,0,56.55513388
05-06,1,51.71999693
05-06,2,45.73628128
05-06,3,43.30665204
05-06,4,41.68347593
05-06,5,41.46064641
05-06,6,40.53206679
05-06,7,41.80759481
05-06,8,45.36247851
05-06,9,48.26728565
05-06,10,51.41528983
05-06,11,55.11131184
05-06,12,60.53620045
05-06,13,63.30242487
05-06,14,65.78235543
05-06,15,65.97502319
05-06,16,64.38733947
05-06,17,61.66824805
05-06,18,59.76472051
05-06,19,62.3503123
05-06,20,64.24180272
05-06,21,63.54439008
05-06,22,60.01222485
05-06,23,58.09067584
05-07,0,57.33164649
05-07,1,52.36128012
05-07,2,46.4388403
05-07,3,44.20782925
05-07,4,43.08542454
05-07,5,43.48486159
05-07,6,45.23128865
05-07,7,48.67788253
05-07,8,52.82650784
05-07,9,56.16658463
05-07,10,57.74782936
05-07,11,58.31772783
05-07,12,60.87427397
05-07,13,63.71973437
05-07,14,66.48491445
05-07,15,66.34584758
05-07,16,63.85909961
05-07,17,61.2224136
05-07,18,62.23899605
05-07,19,66.16314766
05-07,20,66.5681711
05-07,21,65.36787411
05-07,22,61.61279165
05-07,23,59.44930878
05-08,0,55.97935243
05-08,1,51.66083406
05-08,2,45.79650062
05-08,3,43.30559556
05-08,4,41.75954247
05-08,5,40.43374811
05-08,6,39.44389267
05-08,7,41.25716887
05-08,8,45.12160113
05-08,9,48.87370502
05-08,10,51.65088481
05-08,11,53.20859184
05-08,12,56.1908993
05-08,13,58.85992759
05-08,14,61.31027671
05-08,15,61.38144931
05-08,16,59.05528625
05-08,17,56.94472716
05-08,18,58.08069181
05-08,19,63.01061214
05-08,20,64.65382982
05-08,21,63.60883535
05-08,22,59.84213162
05-08,23,57.58039613
05-09,0,54.95668005
05-09,1,51.35868086
05-09,2,45.74156368
05-09,3,43.9236362
05-09,4,43.15726516
05-09,5,44.17896877
05-09,6,48.41763153
05-09,7,53.59262625
05-09,8,57.49192235
05-09,9,60.06816429
05-09,10,61.60820631
05-09,11,62.43377288
05-09,12,63.78804507
05-09,13,67.11842967
05-09,14,70.13927785
05-09,15,69.95055643
05-09,16,67.28103747
05-09,17,64.81655766
05-09,18,67.05654363
05-09,19,71.45611113
05-09,20,71.0148943
05-09,21,68.8817257
05-09,22,64.3004761
05-09,23,61.47880635
05-10,0,54.7348193
05-10,1,49.89017403
05-10,2,44.46216672
05-10,3,42.22376031
05-10,4,41.0855084
05-10,5,40.61334967
05-10,6,39.79464394
05-10,7,41.3913418
05-10,8,44.95995973
05-10,9,48.2958106
05-10,10,51.64982833
05-10,11,55.44093351
05-10,12,60.61121051
05-10,13,63.4471626
05-10,14,66.03802353
05-10,15,66.04686381
05-10,16,64.41058203
05-10,17,61.51188905
05-10,18,60.1925948
05-10,19,62.79509027
05-10,20,64.88731184
05-10,21,63.8983108
05-10,22,60.39995292
05-10,23,57.99664915
05-11,0,57.23233739
05-11,1,52.89797183
05-11,2,46.88784419
05-11,3,44.38109193
05-11,4,43.53337194
05-11,5,43.90322756
05-11,6,45.52710298
05-11,7,48.50778929
05-11,8,52.2496699
05-11,9,55.06890218
05-11,10,57.29459955
05-11,11,60.07571011
05-11,12,64.34058397
05-11,13,67.52940029
05-11,14,70.27133782
05-11,15,69.87026397
05-11,16,68.11988238
05-11,17,65.03524896
05-11,18,63.10742239
05-11,19,64.59850118
05-11,20,65.73777803
05-11,21,64.21208528
05-11,22,60.91128911
05-11,23,58.98657066
05-12,0,56.42201744
05-12,1,52.08025652
05-12,2,45.58203524
05-12,3,43.54224702
05-12,4,42.61212162
05-12,5,43.14256215
05-12,6,44.69354047
05-12,7,47.78410067
05-12,8,51.61789502
05-12,9,54.50791144
05-12,10,56.64803396
05-12,11,59.4925333
05-12,12,63.60210464
05-12,13,66.36727258
05-12,14,69.13350915
05-12,15,68.88456838
05-12,16,66.84365486
05-12,17,63.93651004
05-12,18,62.38162081
05-12,19,64.13048065
05-12,20,65.58987086
05-12,21,63.93000519
05-12,22,60.58166743
05-12,23,58.56397876
05-13,0,54.31328389
05-13,1,49.46441269
05-13,2,43.75538178
05-13,3,41.40604499
05-13,4,40.05438418
05-13,5,40.00904326
05-13,6,38.85437698
05-13,7,40.45847019
05-13,8,44.10949355
05-13,9,47.519298
05-13,10,50.82154822
05-13,11,54.7172449
05-13,12,60.0280337
05-13,13,62.7329823
05-13,14,65.44745135
05-13,15,65.83768083
05-13,16,64.14857505
05-13,17,61.44850026
05-13,18,59.6971058
05-13,19,62.23198657
05-13,20,64.28194895
05-13,21,63.26864887
05-13,22,59.63506159
05-13,23,57.89205765
05-14,0,54.5731779
05-14,1,49.91869898
05-14,2,44.06070442
05-14,3,42.10015218
05-14,4,41.67502409
05-14,5,43.35491458
05-14,6,47.68232164
05-14,7,52.979868
05-14,8,56.55271186
05-14,9,59.11205013
05-14,10,60.6858995
05-14,11,61.78720728
05-14,12,64.4071422
05-14,13,67.90128116
05-14,14,70.83444152
05-14,15,70.86863732
05-14,16,68.2857497
05-14,17,65.58039251
05-14,18,66.40575212
05-14,19,70.0657838
05-14,20,69.44285246
05-14,21,67.60655466
05-14,22,63.58206988
05-14,23,61.39640093
05-15,0,57.58097571
05-15,1,53.40930802
05-15,2,47.80592508
05-15,3,45.79149237
05-15,4,44.79163931
05-15,5,45.17945508
05-15,6,48.35529923
05-15,7,53.46056628
05-15,8,56.99220743
05-15,9,59.46491436
05-15,10,61.13701635
05-15,11,62.30910827
05-15,12,64.79487026
05-15,13,68.18019181
05-15,14,71.14927248
05-15,15,71.17607293
05-15,16,68.89216906
05-15,17,66.13821381
05-15,18,66.69522757
05-15,19,70.36265461
05-15,20,69.73338438
05-15,21,67.66043513
05-15,22,63.77646215
05-15,23,61.4502814
05-16,0,57.4668759
05-16,1,53.20752039
05-16,2,47.54286163
05-16,3,45.56117979
05-16,4,44.60252944
05-16,5,44.95548138
05-16,6,48.25070774
05-16,7,53.36231367
05-16,8,56.87493818
05-16,9,59.32123311
05-16,10,60.94896296
05-16,11,62.25311484
05-16,12,64.20007217
05-16,13,67.76393879
05-16,14,70.76999626
05-16,15,70.66156729
05-16,16,68.32378297
05-16,17,65.7631635
05-16,18,66.27263567
05-16,19,69.88089985
05-16,20,69.36889887
05-16,21,67.2346738
05-16,22,63.43204975
05-16,23,61.23898545
05-17,0,56.98512114
05-17,1,53.02580588
05-17,2,47.48052932
05-17,3,45.51046876
05-17,4,44.5211805
05-17,5,44.93012586
05-17,6,48.07427562
05-17,7,53.14362236
05-17,8,56.66469871
05-17,9,59.14585748
05-17,10,60.87289641
05-17,11,62.12422432
05-17,12,64.28036463
05-17,13,67.83894885
05-17,14,70.7678833
05-17,15,70.76932823
05-17,16,68.36709863
05-17,17,65.52545556
05-17,18,66.17543954
05-17,19,69.85977026
05-17,20,69.24106483
05-17,21,67.19030165
05-17,22,63.33379714
05-17,23,60.73504462
05-18,0,57.227055
05-18,1,53.1863908
05-18,2,47.47841636
05-18,3,45.56540571
05-18,4,44.73881532
05-18,5,44.97344153
05-18,6,48.26655493
05-18,7,53.28836009
05-18,8,56.74816061
05-18,9,59.34447567
05-18,10,61.16342834
05-18,11,63.16802629
05-18,12,64.58991319
05-18,13,68.01326801
05-18,14,70.96650149
05-18,15,70.6562849
05-18,16,68.02374272
05-18,17,65.69343584
05-18,18,66.15853586
05-18,19,69.25863329
05-18,20,69.44813485
05-18,21,67.52097981
05-18,22,64.0659376
05-18,23,60.77836029
05-19,0,55.25988973
05-19,1,50.45539068
05-19,2,44.36074466
05-19,3,42.4223785
05-19,4,41.28307011
05-19,5,41.60010174
05-19,6,42.14742431
05-19,7,45.14607077
05-19,8,49.37181911
05-19,9,52.65378951
05-19,10,55.1911484
05-19,11,57.64791968
05-19,12,62.01210264
05-19,13,64.41701099
05-19,14,67.18747348
05-19,15,66.65539614
05-19,16,64.55003735
05-19,17,62.12781673
05-19,18,61.68751362
05-19,19,64.00159013
05-19,20,65.81912697
05-19,21,63.88035064
05-19,22,60.89649839
05-19,23,58.76259695
05-20,0,53.75123667
05-20,1,48.51358093
05-20,2,42.69467612
05-20,3,40.36752541
05-20,4,39.09510058
05-20,5,38.68527415
05-20,6,37.20309915
05-20,7,38.96566433
05-20,8,42.86179098
05-20,9,46.20081129
05-20,10,49.36994506
05-20,11,52.43947459
05-20,12,57.59601735
05-20,13,59.8709787
05-20,14,62.10686243
05-20,15,62.12098512
05-20,16,60.52168013
05-20,17,58.09734655
05-20,18,57.29150145
05-20,19,60.80362597
05-20,20,63.40929669
05-20,21,61.71139775
05-20,22,58.31340544
05-20,23,56.13513185
05-21,0,52.37675653
05-21,1,47.25637005
05-21,2,41.03177702
05-21,3,38.52713772
05-21,4,36.89762273
05-21,5,35.86341678
05-21,6,35.33629946
05-21,7,37.45912422
05-21,8,41.49364972
05-21,9,45.04502246
05-21,10,48.03455468
05-21,11,50.63817664
05-21,12,55.04673175
05-21,13,57.94501614
05-21,14,60.61405657
05-21,15,60.90286399
05-21,16,58.84927271
05-21,17,56.38584938
05-21,18,55.83461589
05-21,19,59.67530561
05-21,20,61.61222466
05-21,21,60.52602748
05-21,22,57.60345106
05-21,23,55.50546993
05-22,0,53.77342274
05-22,1,50.08773574
05-22,2,44.46111024
05-22,3,42.47308953
05-22,4,41.64438618
05-22,5,42.07974354
05-22,6,45.67078422
05-22,7,51.00319442
05-22,8,54.91728123
05-22,9,57.85906516
05-22,10,59.59561242
05-22,11,60.98956508
05-22,12,63.39292165
05-22,13,67.11948615
05-22,14,70.31042757
05-22,15,70.29919475
05-22,16,68.05332415
05-22,17,65.44305014
05-22,18,66.18177841
05-22,19,69.74038805
05-22,20,68.76459247
05-22,21,66.50358982
05-22,22,62.7051917
05-22,23,60.48254596
05-23,0,56.2572066
05-23,1,52.05384452
05-23,2,46.47793005
05-23,3,44.43074647
05-23,4,43.51329883
05-23,5,43.70672233
05-23,6,46.80649994
05-23,7,52.00685017
05-23,8,55.76140854
05-23,9,58.4306207
05-23,10,60.23055674
05-23,11,61.2494591
05-23,12,63.79332747
05-23,13,67.21773877
05-23,14,70.31465349
05-23,15,70.43125471
05-23,16,68.23820811
05-23,17,65.68287104
05-23,18,66.16276178
05-23,19,69.58085961
05-23,20,69.00969576
05-23,21,66.4475964
05-23,22,62.95346444
05-23,23,60.60509761
05-24,0,56.35017682
05-24,1,52.11089443
05-24,2,46.5899169
05-24,3,44.56703236
05-24,4,43.67388375
05-24,5,43.9222442
05-24,6,46.81495178
05-24,7,52.01318905
05-24,8,55.75929558
05-24,9,58.42111238
05-24,10,60.24851689
05-24,11,61.33397747
05-24,12,63.59153984
05-24,13,66.91981148
05-24,14,70.20900552
05-24,15,70.42068992
05-24,16,68.10086574
05-24,17,65.52017316
05-24,18,66.08563876
05-24,19,69.49000235
05-24,20,68.76247951
05-24,21,66.2753902
05-24,22,62.76012864
05-24,23,60.16031964
05-25,0,56.53611725
05-25,1,52.14047586
05-25,2,46.40291999
05-25,3,44.34622809
05-25,4,43.3273584
05-25,5,43.64122059
05-25,6,46.63535022
05-25,7,51.96142154
05-25,8,55.64625225
05-25,9,58.56901954
05-25,10,60.54750066
05-25,11,62.3334073
05-25,12,63.52920754
05-25,13,66.71485442
05-25,14,69.75154979
05-25,15,69.61670884
05-25,16,66.97360186
05-25,17,64.69823193
05-25,18,65.40420933
05-25,19,68.60678529
05-25,20,68.66950929
05-25,21,66.29229387
05-25,22,63.20913253
05-25,23,59.77576102
05-26,0,54.20235352
05-26,1,49.05027264
05-26,2,43.19544752
05-26,3,40.89365232
05-26,4,40.00261667
05-26,5,40.02172102
05-26,6,40.66623972
05-26,7,43.62051404
05-26,8,47.865279
05-26,9,51.03948847
05-26,10,53.47753827
05-26,11,56.31781169
05-26,12,60.63762251
05-26,13,63.11437148
05-26,14,66.05809664
05-26,15,66.00671758
05-26,16,64.18555185
05-26,17,61.4780817
05-26,18,60.00771085
